titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Ignace-Bourget","https://montreal.ca/lieux/parc-ignace-bourget","Travaux pour une nouvelle piste de glissade sur la butte du parc Ignace-Bourget Ces travaux qui s’élèvent à 470 000 $ s’échelonneront jusqu’au mois d’octobre et se termineront juste à temps pour la saison hivernale!De nouvelles plantations et un meilleur drainage lors de la fonte de la neigeEn plus des travaux sur la butte, un système de drainage souterrain sera implanté afin de faciliter la gestion des eaux produites par la fonte de la neige au printemps et éviter les inondations.Pour la saison chaude, des plantations seront effectuées sur le versant sud de la butte pour plus de verdure.Fermeture du parc à chiens pendant les travauxAfin d’assurer la sécurité des chiens et de leurs propriétaires, l’aire d’exercice canin sera fermée pendant les travaux. Les chiens demeurent les bienvenus dans le parc avec une laisse. Modification du parcours de disque golfEn raison des travaux, certains paniers ne seront pas accessibles. Les joueurs sont invités à modifier leur parcours lors de leur prochaine partie. Sécurisation du chantierDes camions se rendront au chantier par l’entrée du parc située sur l’avenue De Montmagny. La zone sera sécurisée. Privilégiez une autre entrée lors de votre visite au parc.Incidences sur votre quotidienDurée des travaux : De la mi-août à octobre 2023.La durée des travaux pourrait varier en raison des conditions météorologiques.Certains travaux préparatoires pourraient être effectués avant le début du chantier.Horaire de travail : Les équipes de travail seront sur place du lundi au vendredi, de 7 h à 19 h.Fermetures : Fermeture du parc à chiens pendant les travaux et modification du parcours de disque golf.Camionnage : Passage fréquent, entre 7 h et 17 h, de camions par l’entrée du parc située au nord de la piscine sur l’avenue De Montmagny.Bruit : Certains travaux pourraient générer du bruit. Toutes les mesures seront prises afin de limiter les impacts sonores.Découvrez les activités offertes dans nos parcs cet été.","2019-09-09","2023-10-06","Le Sud-Ouest","Parc et jardins","Parc","Pétanque ou bocce,Patinage","Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Piste de course à pied,Terrain de jeu de boules","Entrée de plain-pied","Culture et sports","Fermeture partielle"," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Ignace-Bourget","5925, avenue de Montmagny",,"H4E2V6","Montréal",-73.604741,45.457439,296608.3,5035284.2
"Parc Howard","https://montreal.ca/lieux/parc-howard","Le parc Howard est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-09","2023-06-22","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Terrain de cricket,Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Terrain de basketball,Toilettes,Vestiaire","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Howard","8505, avenue De L'Épée",,"H3N2B1","Montréal",-73.642542261955,45.53392396333,293667,5043788.5
"Parc Hochelaga","https://montreal.ca/lieux/parc-hochelaga","26 mai 2020 : Les jeux d’eau sont ouverts, de 9 h à 22 h.","2019-09-10","2023-10-27","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Hochelaga","1672, rue Davidson",,"H1W 2Y6","Montréal",,,"",""
"Parc Henri-Julien","https://montreal.ca/lieux/parc-henri-julien","Terrains de tennisQuatre terrains de tennis, ouverts tous les jours de 7 h à 23 h, sont à votre disposition dans ce parc.Jeux d’eauLa pataugeoire sera remplacée par des jeux d’eau. Ces jeux seront disponibles dès le 1er septembre pour toute la famille. Son accès sera gratuit. Brumisateurs pour se rafraîchirVous trouverez 2 brumisateurs dans le parc Henri-Julien pour vous rafraîchir.","2019-09-10","2023-08-23","Ahuntsic-Cartierville","Parc et jardins","Parc","Ping-pong,Tennis,Soccer,Pétanque ou bocce,Basketball,Baseball","Brumisateur,Barbecue,Roulotte ou chalet chauffé,Table de ping pong,Terrain de basketball,Toilettes","","Culture et sports","Ouvert"," Horaire du parc [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Henri-Julien","9300, rue Saint-Denis",,"H2M1P1","Montréal",-73.650029,45.547443,293085,5045292
"Parc Henri-Bourassa","https://montreal.ca/lieux/parc-henri-bourassa","Un terrain de soccer, une pataugeoire et un terrain de jeu pour enfants sont notamment disponibles. Un skatepark avec plusieurs modules est ouvert sans réservation, entre 8 h et 23 h, tous les jours de la saison estivale. Le port du casque est fortement recommandé.","2019-09-10","2021-12-21","Montréal-Nord","Parc et jardins","Parc","Glissade","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Henri-Bourassa","6100, rue Pascal",,"H1G 1T1","Montréal",-73.622587505994,45.616164546813,295239.5,5052925.5
"Parc Hector-Charland","https://montreal.ca/lieux/parc-hector-charland","Le parc Hector-Charland est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-10","2023-10-27","Ville-Marie","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," ","","","","","","Parc Hector-Charland","1662, rue de la Visitation",,"H2L 3C1","Montréal",-73.558336,45.520478,300242.7,5042286
"Parc Hébert","https://montreal.ca/lieux/parc-hebert","Terrain de bocceOuvert de la mi-mai à la mi-octobreAdressez-vous au gardien de parc si vous souhaitez avoir accès au terrain de bocce.Conditions hivernalesAvant de vous déplacer, consultez les conditions des sites hivernaux.","2019-09-10","2023-06-14","Saint-Léonard","Parc et jardins","Parc","","Air climatisé,Appareils d'exercices,Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Stationnement gratuit,Support à vélo,Terrain de basketball,Terrain de jeu de boules,Toilettes","Entrée de plain-pied,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:30,Mardi, ouverture:06:00, fermeture:23:30,Mercredi, ouverture:06:00, fermeture:23:30,Jeudi, ouverture:06:00, fermeture:23:30,Vendredi, ouverture:06:00, fermeture:23:30,Samedi, ouverture:06:00, fermeture:23:30,Dimanche, ouverture:06:00, fermeture:23:30]","","","","numéro: 5148720311","","Parc Hébert","7505, boulevard Provencher",,"H1S2Y8","Montréal",-73.606883502989,45.589822035129,296460.3,5049996.3
"Parc Hartenstein","https://montreal.ca/lieux/parc-hartenstein","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.Le terrain de volleyball est ouvert de 6 h à 21 h :Sans réservation (premier arrivé : premier servie)Utilisation gratuite","2019-09-10","2022-05-06","Saint-Laurent","Parc et jardins","Parc","Tennis,Soccer,Glissade,Baignade,Volleyball","Module de jeu pour enfants,Terrain de volleyball","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5148556117","","Parc Hartenstein","1505, rue Cardinal",,"H4L3G3","Montréal",-73.690958692226,45.517865103457,289881.3,5042011.8
"Parc Hans-Selye","https://montreal.ca/lieux/parc-hans-selye","Profitez des attraits de la nature ou pratiquez des loisirs en plein air.Le parc comprend une piscine de dimension olympique.","2019-09-10","2021-11-11","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","Baignade","Aire de pique-nique,Borne de recharge voiture,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Toilettes","","Culture et sports","Ouvert"," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5148720462","","Parc Hans-Selye","7521, Avenue André-Ampère",,"H1E 6T3","Montréal",-73.602261866194,45.63075886585,296826.7,5054545.2
"Parc Guybourg","https://montreal.ca/lieux/parc-guybourg","Le parc Guybourg est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-10","2023-10-27","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Guybourg","6310, rue Du Quesne",,"H1N 2W4","Montréal",,,"",""
"Parc Prudence-Heward","https://montreal.ca/lieux/parc-prudence-heward","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-10","2023-10-27","Ville-Marie","Parc et jardins","Parc","","Composteurs communautaires","","Culture et sports","Ouvert"," ","","","","","","Parc Prudence-Heward","1531, rue Paxton",,"H3C 1L2","Montréal",-73.566998,45.490592,299563.2,5038965.3
"Parc Guillaume-Couture","https://montreal.ca/lieux/parc-guillaume-couture","Le parc Guillaume-Couture est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-10","2023-10-27","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Guillaume-Couture","6310, avenue Albani",,"H1M 3A9","Montréal",,,"",""
"Parc Goulet","https://montreal.ca/lieux/parc-goulet","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air. Les jeux d’eau sont ouverts de 9 h à 21 h.","2019-09-10","2021-05-21","Saint-Laurent","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Goulet","2201, rue Connaught",,"H4L 2T4","Montréal",-73.701636899922,45.522014396418,289048.2,5042474.9
"Parc Gouin / Le Mesurier","https://montreal.ca/lieux/parc-gouin-le-mesurier","Le parc Gouin / Le Mesurier est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-11","2021-05-28","Ahuntsic-Cartierville","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Gouin / Le Mesurier","9185, boulevard Gouin Ouest",,"H4K 1C2","Montréal",-73.747230073625,45.514861449835,285484,5041690
"Parc Gouin / 55e Avenue","https://montreal.ca/lieux/parc-gouin-55e-avenue","Profitez des attraits de la nature ou pratiquez des loisirs en plein air.","2019-09-11","2021-06-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Gouin / 55e Avenue","9477, boulevard Gouin Est",,"H1E 2S1","Montréal",,,"",""
"Parc Gouin","https://montreal.ca/lieux/parc-gouin","Le parc Gouin est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-11","2021-05-28","Ahuntsic-Cartierville","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Gouin","10995, avenue Saint-Charles",,"H2C 2M3","Montréal",-73.668397484819,45.562483009196,291654.3,5046966.3
"Parc Giuseppe-Garibaldi","https://montreal.ca/lieux/parc-giuseppe-garibaldi","Terrain de bocceOuvert de la mi-mai à la mi-octobreAdressez-vous au gardien de parc si vous souhaitez avoir accès au terrain de bocce.","2019-09-11","2023-06-14","Saint-Léonard","Parc et jardins","Parc","","Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Stationnement gratuit,Support à vélo,Table de ping pong,Terrain de basketball,Terrain de jeu de boules,Toilettes","Ascenseur,Entrée de plain-pied,Sentier d'accès,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","Le pavillon de parc est ouvert pour l'accès aux toilettes seulement.","","","numéro: 5148720311","","Parc Giuseppe-Garibaldi","7125, rue Liénart",,"H1S2X9","Montréal",-73.572081327438,45.586946426691,299175.5,5049673.7
"Miniparc Giovanni-Caboto","https://montreal.ca/lieux/miniparc-giovanni-caboto","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-11","2021-05-28","Saint-Léonard","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","","","","","","Miniparc Giovanni-Caboto","8995, rue Léonard",,"H1P 3N3","Montréal",-73.597152,45.602896,297221.4,5051448.2
"Parc Germaine-Pépin","https://montreal.ca/lieux/parc-germaine-pepin","Le parc Germaine-Pépin est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-11","2023-10-27","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Parc","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Germaine-Pépin","8030, rue A.-A.-Desroches",,"H1L 2S2","Montréal",-73.522537,45.594102,303041.7,5050466.6
"Parc Germaine-Casaubon","https://montreal.ca/lieux/parc-germaine-casaubon","Profitez des attraits de la nature ou pratiquez des loisirs en plein air.","2019-09-11","2021-06-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Parc","","Aire de pique-nique","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Germaine-Casaubon","1021, rue de la Famille-Dubreuil",,"H1A 5N6","Montréal",-73.492893419241,45.693848796837,305353.5,5061551.6
